delivery_date,curve_proxy_7d,curve_proxy_30d,curve_proxy_90d,fv_week_base,fv_month_base,fv_quarter_base,fv_week_peak,fv_month_peak,signal_week_base,signal_month_base,signal_quarter_base,signal_week_peak,signal_month_peak,signal_label_week_base,signal_label_month_base,week_confidence,month_confidence,week_position_size,month_position_size,week_signal_weighted,month_signal_weighted,fv_week_base_p10,fv_week_base_p90,fv_month_base_p10,fv_month_base_p90,inv_gas_spike,inv_wind_revision,inv_residual_load_swing,inv_negative_price_regime,inv_high_error_regime,any_invalidation,avg_residual_load_mw,avg_res_penetration,gas_price,spark_spread_actual,spark_spread_premium,is_thermal_regime,is_res_regime,peak_base_premium_pred,n_negative_hours_pred,base_actual,base_pred
2024-11-11,145.66458333333333,129.3067803030303,,116.71122174889278,110.00157890321609,114.44280784326335,143.90863779764302,129.66967712094942,-28.953361584440543,-19.305201399814223,,-1.7559455356903015,0.36289681791910766,INVALIDATED,INVALIDATED,0.30403974501534814,0.49744641827601477,0.0,0.0,0.0,0.0,69.06796403170173,181.22666062485368,68.79181417407014,153.47226541288515,False,False,False,False,True,True,45442.0296875,0.20233515228109852,42.409,102.70886666666665,-8.278945454545465,True,False,30.728302094085308,0,121.79291666666666,143.13306957268637
2024-11-12,145.86892857142857,132.39854166666666,,111.06582934539368,110.7596361745514,114.01392558217681,135.23404378488036,130.49253897621566,-34.80309922603489,-21.638905492115256,,-10.634884786548213,-1.906002690451004,STRONG_SELL,STRONG_SELL,0.3810615551732278,0.5032417540571128,0.0,0.5,-0.0,-1.0,68.5080467833567,168.25415835505007,69.32070325135027,153.02463841930108,False,False,False,False,False,False,51505.79145833334,0.12567534721154103,43.728,146.73031666666665,32.76396249999998,True,False,37.643054433096495,0,166.40791666666667,161.87976259702646
2024-11-13,134.18696428571428,133.71009615384617,,103.3363103075001,111.78797418401639,113.47603521797159,123.48523121484139,131.78878285345021,-30.850653978214183,-21.922121969829774,,-10.70173307087289,-1.9213133003959513,STRONG_SELL,STRONG_SELL,0.47020078827777034,0.5,0.0,0.5,-0.0,-1.0,66.76909950603128,152.1498214901553,69.62866578058872,153.87883762129366,False,False,False,False,False,False,49572.21833333333,0.15007196796167818,44.255,129.534,14.370134615384615,True,False,41.67873862642318,0,149.44875,164.9392441394409
2024-11-14,128.92613095238096,132.9008630952381,,100.08172258199328,110.6257601794799,113.49086897797228,118.25509485591117,129.95941050354213,-28.844408370387683,-22.275102915758197,,-10.671036096469791,-2.9414525916959633,STRONG_SELL,STRONG_SELL,0.5076992149140878,0.5130297670480759,0.5,0.5,-1.0,-1.0,65.92691784510882,145.26451505924717,69.24370092744282,151.29835254245825,False,False,False,False,False,False,42114.07104166666,0.28684448576871796,43.666,102.73113333333333,-11.54467976190476,True,False,34.608759965010364,0,122.38083333333333,142.94229353267949
2024-11-15,130.38261904761904,132.29513888888889,,96.54353281793802,107.98039749215405,113.87605484679266,112.52963939395254,127.12823950062554,-33.83908622968103,-24.31474139673483,,-17.85297965366651,-5.166899388263346,STRONG_SELL,STRONG_SELL,0.5346241348361185,0.5150196415120396,0.5,0.5,-1.0,-1.0,64.04656476352069,139.04502924313735,66.57573888433977,148.29509596829448,False,False,False,False,False,False,44561.24114583334,0.2339822554504143,46.224,103.01420000000002,-10.51083888888887,True,False,20.788661983212364,0,123.81500000000001,128.4718721282117
2024-11-16,127.37940476190477,129.86713541666666,,95.02722875623898,107.37902951885127,114.88298617634126,112.32352984153928,127.35674872623248,-32.35217600566578,-22.488105897815387,,-15.055874920365483,-2.5103866904341743,INVALIDATED,INVALIDATED,0.5110703264128951,0.5027957621839633,0.0,0.0,0.0,0.0,58.89398776006611,137.68830758290466,64.45717638253772,148.23626133439336,False,False,True,False,False,True,23155.790937499998,0.5334733119407058,46.551,72.49913333333333,-38.461786458333336,True,False,15.117230444714579,0,93.44708333333334,85.0483891770136
2024-11-17,120.02321428571429,125.9261274509804,,92.17513406076695,109.77591700446695,116.22556190546895,108.66455717302476,130.60254445653572,-27.84808022494734,-16.150210446513455,,-11.358657112689528,4.676417005555322,STRONG_SELL,STRONG_SELL,0.5436673176750905,0.4880041468074027,0.5,0.0,-1.0,-0.0,57.565208007312606,131.10630248194957,64.724650599624,150.99612782603333,False,False,False,False,False,False,11093.017083333332,0.7646467914285248,46.551,41.92205,-64.97775980392157,True,False,14.893015164817342,0,62.870000000000005,38.81010592574038
2024-11-18,117.81357142857144,124.83719907407408,,88.32798389086386,109.34025700195245,116.69027044978175,103.80491889419015,129.69148587267927,-29.485587537707573,-15.496942072121627,,-14.008652534381284,4.854286798605187,STRONG_SELL,STRONG_SELL,0.5596488735412284,0.5026395557183394,0.5,0.5,-1.0,-1.0,56.496870777314946,127.46242956203498,65.99870854556883,149.80411434056734,False,False,False,False,False,False,27352.38229166667,0.5450031448559601,46.551,85.37746666666666,-20.326657407407396,True,False,25.652451723977393,0,106.32541666666667,94.886884742137
2024-11-19,111.71303571428572,124.77756578947367,,87.63299156485006,107.56910326331909,117.17165890992855,103.37794516276335,128.71166926560417,-24.080044149435665,-17.208462526154577,,-8.33509055152237,3.9341034761305025,STRONG_SELL,STRONG_SELL,0.5540145423688203,0.49140536719141836,0.5,0.0,-1.0,-0.0,53.461333765455436,125.33490308087077,62.97455306206453,148.672923484831,False,False,False,False,False,False,36811.6728125,0.3860044937343554,46.9,102.59916666666666,-2.9415385964912417,True,False,16.438643168251403,0,123.70416666666667,122.36201577253273
2024-11-20,106.75940476190476,124.27735416666667,,87.04863041815274,106.48272699255672,117.61682772993352,102.63659456221394,128.22322465719057,-19.71077434375202,-17.794627174109948,,-4.122810199690818,3.9458704905239017,STRONG_SELL,STRONG_SELL,0.4972071342194919,0.4805028996436529,0.0,0.0,-0.0,-0.0,45.67662588157731,126.70509277803967,60.446621913966815,147.98206186550718,False,False,False,False,False,False,32112.774583333332,0.4369238539870895,45.668,94.22273333333332,-10.752073333333328,True,False,13.543683901405686,0,114.77333333333333,110.83261087418573
2024-11-21,107.02517857142857,124.27563492063493,,83.28453087997886,103.60651596130069,117.67906971438525,99.4245169311166,125.19719493193823,-23.74064769144971,-20.66911895933424,,-7.600661640311969,0.9215600113032991,STRONG_SELL,STRONG_SELL,0.46390664586058805,0.48851137055977933,0.0,0.0,-0.0,-0.0,36.33368393752999,122.72874949174539,58.082995438034665,144.26900528784515,False,False,False,False,False,False,36987.41552083333,0.38711469374802276,46.796,103.18305,-1.7064349206349192,True,False,20.779919531046545,0,124.24125,120.16017945413182
2024-11-22,105.02291666666667,123.61761363636364,,90.15989451161234,101.49220407546824,117.90684554397734,108.61360930016174,123.68748764341693,-14.863022155054338,-22.125409560895406,,3.590692633495067,0.06987400705328639,STRONG_SELL,STRONG_SELL,0.4333568103030284,0.47993778532917575,0.0,0.0,-0.0,-0.0,40.81202633759133,132.13040426881392,55.27081810064315,142.90148000839218,False,False,False,False,False,False,28096.76416666666,0.5224156200223594,48.303,88.06281666666666,-16.061819696969692,True,False,5.477802097888741,0,109.79916666666666,103.70454377982485
2024-11-23,102.06333333333335,121.40510869565217,,94.19660502399287,101.65964092826196,118.3727597947684,110.38334670118981,123.74592175574526,-7.866728309340473,-19.74546776739021,,8.320013367856461,2.340813060093083,SELL,STRONG_SELL,0.4503244231664141,0.4788948747056937,0.0,0.0,-0.0,-0.0,47.56506867057636,136.1490011655484,55.17797445386317,142.98436716009795,False,False,False,False,False,False,17067.032708333336,0.6725241126893141,47.018,51.5719,-50.2678347826087,True,False,24.288592009714876,0,72.73,74.43426074512047
2024-11-24,93.63523809523811,116.50795138888888,,105.09933003518051,104.787508360701,119.04089395277722,121.04910579488903,127.25607897012816,11.464091939942406,-11.720443028187887,,27.413867699650922,10.748127581239274,STRONG_BUY,STRONG_SELL,0.45387305155626645,0.47436309755883765,0.0,0.0,0.0,-0.0,58.92805083148392,146.94009788896346,57.63742320905146,146.20742192201902,False,False,False,False,False,False,1051.0108333333326,0.9864351691382218,47.018,-17.28476666666667,-114.16098055555557,False,True,9.24486935352007,1,3.873333333333333,18.8454430574361
2024-11-25,86.84547619047619,114.19951666666665,,110.94175230731469,106.30878975777848,119.44495225656078,127.0345093897949,128.83043224901627,24.096276116838496,-7.890726908888169,,40.189033199318715,14.630915582349616,STRONG_BUY,SELL,0.48291579234058424,0.48323442239014514,0.0,0.0,0.0,-0.0,66.52565492726283,149.85726811149814,59.954516711803485,147.0296941417863,False,False,False,False,False,False,16549.860104166666,0.7244923376716432,47.018,37.63898333333334,-56.86774133333333,True,False,18.565034961456647,0,58.79708333333334,67.95683355281541
2024-11-26,85.37107142857144,114.168125,,112.99990421847335,106.32077946126648,119.27329998455615,129.51315373980938,128.83886538372116,27.628832789901907,-7.847345538733521,,44.14208231123794,14.670740383721153,STRONG_BUY,SELL,0.47936470066313785,0.48477309679281244,0.0,0.0,0.0,-0.0,68.6952149703317,152.59911056749584,60.31916290453892,147.13507316885853,False,False,False,False,False,False,33438.33447916667,0.44299774250512786,47.733,91.90348333333334,-2.5031166666666564,True,False,18.314773330360467,0,113.38333333333334,117.49706949043609
