delivery_date,base_pred,peak_pred,offpeak_pred,base_actual,peak_actual,offpeak_actual,base_p10,base_p25,base_p75,base_p90,intraday_spread_pred,peak_base_premium_pred,peak_base_premium_actual,avg_residual_load_mw,avg_res_penetration,avg_wind_mw,avg_solar_mw,gas_price,min_hour_pred,max_hour_pred,n_negative_hours_pred
2025-11-05,91.6281747178939,101.37661963877731,81.8797297970105,94.09604166666666,98.86208333333333,89.33,60.70347667265392,65.03978482515068,105.73876361195431,131.45258991354657,94.04229573903574,9.748444920883415,4.766041666666666,31718.088895833334,0.4487997975712534,18726.44600583333,7148.043431666668,32.551,1,17,0
2025-11-06,104.73402833965103,110.75457748456607,98.713479194736,106.07739583333334,111.79979166666668,100.355,83.63399033983141,85.51205630685884,117.84697815749429,137.45373144949957,81.11407169746651,6.020549144915037,5.722395833333337,41322.44880239583,0.2878644462597188,10265.729572812501,6737.788603958333,31.819,11,16,0
2025-11-07,118.77814896672139,128.7652847382295,108.79101319521327,111.06927083333333,120.441875,101.69666666666667,91.59554896754696,94.69761688696784,134.8513696754503,160.29195994744722,92.58459416416125,9.987135771508107,9.372604166666662,49557.40576927082,0.16357863530655994,4800.112812708333,5223.9283971875,31.548,2,16,0
2025-11-08,114.35592634969903,124.31658642643792,104.39526627296011,106.45708333333334,113.66729166666666,99.246875,94.30272994852558,97.26387142754987,122.84116941439937,146.7820512621448,84.80194502976654,9.96066007673889,7.210208333333313,47457.218147812506,0.08188070864296308,1367.562788125,3098.6347932291665,31.201,11,17,0
2025-11-09,111.3835879580253,122.30887841513824,100.4582975009124,98.69781250000001,105.52562499999999,91.87,93.76071848227367,97.59228968254457,117.1644579035877,142.2612329813863,76.22586903766481,10.925290457112936,6.827812499999979,45772.10941781249,0.08941991625193883,2928.8437011458336,1721.6251701041665,31.201,2,17,0
2025-11-10,118.20408325532374,132.00463168968747,104.40353482096005,109.64718749999997,119.10166666666663,100.19270833333333,90.77528511346347,93.00491427269174,133.63744266768902,146.39431906729362,93.66907415843099,13.800548434363733,9.454479166666658,49239.56113218751,0.1764907220354186,8033.702629166667,2686.3950803125003,31.201,23,17,0
2025-11-11,99.30255145906942,111.11735380146581,87.48774911667304,96.54510416666669,107.42874999999998,85.66145833333331,74.53142610510153,82.56910424799119,116.64318651520863,131.82530257781517,79.39221339330015,11.81480234239639,10.88364583333329,38020.78117570833,0.36830987503166823,18418.499103958333,3428.735975520833,31.071,2,16,0
2025-11-12,82.5791408304127,88.03559443533322,77.12268722549217,78.57125,85.97520833333333,71.16729166666666,64.37020231992315,72.96346187355246,96.05515684308598,105.63440611897632,70.32025235908617,5.456453604920526,7.403958333333321,26025.647256979166,0.5625923113055603,28186.41034885417,5523.6227256249995,31.102,23,17,0
2025-11-13,71.80033346726698,77.31501941804895,66.28564751648503,72.57645833333333,87.47520833333334,57.677708333333335,30.69450419930712,36.22086238643051,95.59892859166824,114.48130545807214,114.04062859206158,5.514685950781967,14.898750000000007,23847.520150593755,0.5962229628994072,29632.118077187497,5847.800519583332,30.933,10,17,0
2025-11-14,101.5689389843667,108.56745491517957,94.57042305355385,105.85541666666666,111.73479166666665,99.97604166666667,82.74864352027086,84.09933752848359,116.97942090618224,131.37546144695585,69.49239832995437,6.9985159308128715,5.879374999999996,40528.764508645836,0.3092543259066564,14376.020400104166,3944.7411236458333,30.458,23,16,0
2025-11-15,86.39917354375439,94.53468065542658,78.26366643208223,91.38697916666666,100.27333333333333,82.500625,66.16788056739479,77.32969162579246,96.76128740528256,106.16212646613835,60.56109288622858,8.135507111672197,8.886354166666663,27892.006697510416,0.46542915177066907,21956.07781104166,2174.361510104167,31.25,3,17,0
2025-11-16,98.67328640520651,110.43036647416572,86.9162063362473,101.20885416666665,111.05041666666665,91.36729166666667,82.51460943857766,85.7331135536135,101.78777200346227,124.68316408577763,65.98097200438953,11.757080068959212,9.841562499999995,37679.171858072914,0.26657889368012555,10772.236256666669,2690.8302620833333,31.25,4,17,0
2025-11-17,97.1813260826558,104.33227621250755,90.03037595280405,94.57260416666666,100.51666666666667,88.62854166666666,77.14632925080595,83.88065422773381,111.41930785896606,122.57787224526984,56.31221749092806,7.150950129851751,5.944062500000001,35024.399386020836,0.42295967008194624,22831.484676770833,2575.415383541667,31.25,2,17,0
2025-11-18,98.0142054368243,107.28365293884814,88.74475793480048,102.06906249999999,113.41666666666667,90.72145833333333,77.53099073884846,84.35470747348931,112.88838223589491,123.49783728331856,67.17703206546841,9.269447502023837,11.347604166666684,36790.327576958334,0.4003846879500835,20754.64569072917,3368.8178695833335,31.418,2,16,0
2025-11-19,97.77709373380496,106.01774355440828,89.5364439132016,102.66979166666665,107.87208333333332,97.46750000000002,79.69798487597967,84.72180518804034,108.49492385085293,122.05262901097964,63.06538565251161,8.240649820603323,5.202291666666667,36211.85859594792,0.38062074934348544,19289.951280208334,3010.2714295833334,31.694,2,17,0
2025-11-20,112.60916124933179,124.14574158853897,101.07258091012461,126.44156249999999,147.24520833333332,105.63791666666667,80.90279019027406,98.35321018674213,127.79076259511636,143.44424494162078,86.42148960490259,11.536580339207177,20.803645833333334,45468.61926582292,0.2724225969615928,14110.570798958333,2568.4258034375002,30.94,2,17,0
2025-11-21,126.12453957453143,139.15206624498265,113.0970129040802,146.51114583333333,175.61291666666668,117.40937500000001,97.48733729981102,102.02671928498953,147.90397050289948,166.4101496036109,78.61037373897265,13.027526670451223,29.101770833333347,50628.65013838542,0.17715476188402812,6894.1648537500005,4268.511761458333,31.159,2,16,0
2025-11-22,95.86964484129815,100.41834610217033,91.32094358042598,90.38416666666667,90.46791666666667,90.30041666666666,83.29821212690905,88.27574860247555,102.07138784234311,117.19766552660076,47.82612841127906,4.548701260872178,0.08374999999999488,31116.467465645834,0.41837845976305205,18086.38327739583,4926.323698645833,30.198,11,16,0
2025-11-23,76.37321559911778,75.536757185769,77.20967401246658,71.04843749999999,73.42937500000001,68.6675,56.71072270947825,72.86723679884372,82.58589852234613,89.44361134246816,50.51079476121773,-0.8364584133487796,2.380937500000016,19135.2399444375,0.6352968620486336,29491.95398822917,4592.5106318749995,30.198,10,17,0
2025-11-24,115.46051745428247,135.02613530891398,95.89489959965094,133.54708333333335,172.38812500000003,94.70604166666668,70.76637572763815,100.09799712840712,130.30065208521876,147.68930112522762,96.21987278132157,19.565617854631512,38.84104166666668,44790.38551414583,0.3073458667180857,17383.3152125,1162.5359625,30.198,2,17,0
2025-11-25,139.8509707797833,165.1829123355804,114.51902922398618,220.18177083333333,299.1264583333333,141.23708333333332,96.39858515897812,107.5469410946962,154.7419246841199,190.9954323572295,118.29892001634654,25.3319415557971,78.94468749999996,57989.24546892708,0.09731412651922539,5160.537990729167,1054.79099625,29.747,2,16,0
2025-11-26,153.42876730079743,186.32657945867922,120.53095514291572,161.3965625,205.2889583333333,117.50416666666666,98.2131840263283,105.60512881209849,185.6029620625589,198.26482142714028,124.18246360942125,32.89781215788179,43.892395833333325,55986.899434947925,0.11541796034825015,5846.0686096875,1389.5038305208334,29.386,23,16,0
2025-11-27,104.35725579692296,112.30601827270601,96.40849332113987,89.965625,91.85270833333333,88.07854166666668,84.100762596208,89.54294105977333,115.49564232676649,132.55249804620453,73.2551691263132,7.948762475783056,1.8870833333333223,34680.6568509375,0.44249637846500617,25716.080363750003,2276.4746284375,29.368,23,7,0
2025-11-28,102.55203366831165,120.62891475205384,84.47515258456947,85.91864583333334,98.76229166666667,73.075,69.12369511904471,77.60317928693453,120.84767282725502,137.81745826812474,86.60079077490434,18.076881083742194,12.843645833333326,33315.51542713542,0.48440554547790304,28352.955485520837,1737.5928166666665,29.368,1,16,0
2025-11-29,90.99482167161841,101.81277380784866,80.17686953538815,89.95333333333333,95.34937500000001,84.55729166666666,70.26940868097743,77.90232168280268,100.8599035192131,109.35147362997323,55.66267381040349,10.817952136230247,5.396041666666676,31576.481623677086,0.4281980161887397,21656.042656041664,1491.4364278125001,28.817,23,16,0
