delivery_date,base_pred,peak_pred,offpeak_pred,base_p10,base_p90,base_actual,peak_actual,peak_premium,next_7d_base_mean,next_30d_base_mean,next_7d_peak_mean,next_30d_peak_mean,next_7d_base_p10,next_7d_base_p90,next_30d_base_p10,next_30d_base_p90
2025-04-19,82.79207023626685,70.19321213107297,95.39092834146072,25.04044671190401,115.40320871719355,70.00208333333335,48.94083333333334,-12.598858105193884,77.01331192261246,81.37432607632745,70.03545954161686,71.74093979267468,30.439896299683898,124.21416758389475,27.486902407003402,128.78103277204835
2025-04-20,60.95050056068063,39.426208481229736,82.47479264013151,-21.939908245646738,124.05548143434973,65.71666666666667,36.97833333333333,-21.524292079450895,80.35732647770483,80.96485231760433,72.0191137493925,71.2637800499879,31.379963353012016,125.55219701071589,26.31375633482765,128.79212685468374
2025-04-21,87.89827629604305,78.12740925210592,97.66914333998018,27.40921754061769,133.26886345211102,81.11,64.80166666666666,-9.77086704393713,79.24492610109375,83.19950090778322,69.96332343745642,73.37946164247147,27.937162548605922,122.03486371610823,27.87387862295826,131.4809462380829
2025-04-22,111.34640842263589,107.8044268057874,114.88839003948436,63.861195026806385,167.79180832628046,113.52166666666666,116.74666666666667,-3.5419816168484886,85.72941476338531,84.7171366621828,77.27082867750781,74.53450577047604,36.354791544590576,130.3658544422571,29.175108556319575,132.63039910108375
2025-04-23,110.0297489091618,103.36733083820201,116.69216698012154,69.7830438289925,169.56742855753944,108.49041666666665,107.92083333333333,-6.662418070959788,88.72187116838538,83.97703553491276,80.62099104837928,73.52841818467472,39.434579250194126,135.9907214643985,28.542853000122832,132.22735673710653
2025-04-24,103.00144487957932,101.6136306517822,104.38925910737647,79.94211176269366,133.6612628325283,96.44125000000001,94.83083333333333,-1.3878142277971222,91.47073370629357,83.56690795040701,83.93784181967555,73.19897294866087,43.34229963569495,137.80581969916733,28.629101508325054,131.56856752125552
2025-04-25,98.62086341339705,93.77409207577777,103.46763475101632,66.38875822501134,131.4527704909698,89.28583333333334,82.06500000000001,-4.846771337619273,93.51990181682352,83.02304112917109,84.90090146227972,72.40842963744389,44.35498069291127,139.3144034015675,27.977199778255258,130.99581278085736
2025-04-26,49.947987105059404,28.549332434165255,71.34664177595354,-15.159871776189277,88.17019789572956,54.82708333333334,31.760833333333334,-21.39865467089415,88.82788994093674,81.02077830508345,78.9517757912929,69.8472567228766,38.612078051755084,135.42397328421546,25.395637024396695,129.07372262805453
2025-04-27,42.14518519565363,28.786209648153633,55.504160743153626,-28.94204002756732,113.5249734212152,33.439166666666665,1.259999999999998,-13.358975547499998,86.14141631736145,79.15148159273465,77.43177595799632,67.83952393809213,37.61177351148071,133.91961499662483,23.433149228186444,127.80808906298465
2025-04-28,89.46210214241721,73.01490855392348,105.90929573091096,11.756381196422643,142.8907395521264,75.69791666666667,53.47333333333333,-16.447193588493732,86.36482000970061,79.28462898699769,76.70141871539883,67.7162251535381,35.37565403373856,135.29416872519846,22.534244002625293,128.54072045328354
2025-04-29,90.52863338991533,79.07814277159935,101.97912400823128,25.05585346273075,142.43212893809095,73.51541666666667,53.59,-11.450490618315982,83.3908521478834,81.6948427419005,72.59766385337196,70.10706528429836,29.832033810299183,131.67135738402854,23.824046184004256,131.61710168754504
2025-04-30,91.9782580442208,78.58959600418235,105.3669200842592,26.28912341549584,147.72545760443512,75.13708333333334,52.645833333333336,-13.38866204003844,80.8120677386061,81.20513321481344,69.05798744851201,68.7899146798242,23.61861660837109,128.55107581929934,23.15519533025965,131.41798718709842
2025-05-01,56.9843481940446,35.36032552732031,78.60837086076889,-20.295019320274715,111.66033041510296,44.03916666666667,10.186666666666664,-21.624022666724287,74.23819678352972,79.72468214046353,59.59322957358888,66.94162897957534,9.299026453661323,125.40808547395285,20.60533586248391,130.11845090762395
